iter	Logloss
433	0.3184045146
434	0.3184013344
435	0.3183942633
436	0.3183906341
437	0.3183884267
438	0.3183852091
439	0.3183778387
440	0.3183702811
441	0.3183673628
442	0.3183609277
443	0.3183583835
444	0.3183506763
445	0.318344316
446	0.3183357108
447	0.3183275921
448	0.3183250479
449	0.3183192488
450	0.3183150211
451	0.3183095587
452	0.3183028242
453	0.3182996441
454	0.3182922736
455	0.3182838555
456	0.3182814984
457	0.3182785802
458	0.3182762605
459	0.3182748014
460	0.3182705736
461	0.3182629038
462	0.3182559823
463	0.3182500335
464	0.3182483873
465	0.3182412787
466	0.318237687
467	0.3182307655
468	0.3182290819
469	0.3182237691
470	0.3182152762
471	0.3182085792
472	0.3182072323
473	0.3181984401
474	0.3181946613
475	0.3181929028
476	0.3181880391
477	0.3181854949
478	0.3181840358
479	0.3181798455
480	0.3181770394
481	0.3181725124
482	0.3181669003
483	0.3181594176
484	0.3181535811
485	0.3181478942
486	0.3181417957
487	0.3181408604
488	0.318139289
489	0.3181344253
490	0.3181306091
491	0.3181291499
492	0.3181232386
493	0.3181202455
494	0.3181162048
495	0.3181061031
496	0.3181030352
497	0.3181000047
498	0.318095328
499	0.3180896037
500	0.3180872092
501	0.3180845902
502	0.3180750497
503	0.3180696996
504	0.318066033
505	0.3180635263
506	0.3180512921
507	0.3180499452
508	0.3180467276
509	0.3180441086
510	0.3180337825
511	0.3180309764
512	0.318026599
513	0.3180181435
514	0.3180157117
515	0.3180134294
516	0.3180074432
517	0.3180027665
518	0.3180021305
519	0.3179947974
520	0.3179885867
521	0.3179832366
522	0.3179769137
523	0.3179760532
524	0.3179731723
525	0.3179659889
526	0.3179610877
527	0.317955513
528	0.3179527444
529	0.3179479929
530	0.3179417822
531	0.3179392381
532	0.3179354219
533	0.31793299
534	0.3179270038
535	0.3179216537
536	0.3179203442
537	0.3179149566
538	0.3179114397
539	0.3179081099
540	0.317905042
541	0.3179010387
542	0.3178990558
543	0.3178956512
544	0.3178882807
545	0.3178825564
546	0.3178792265
547	0.3178757845
548	0.3178706588
549	0.317867778
550	0.3178637373
551	0.3178621285
552	0.3178556933
553	0.3178481358
554	0.3178436836
555	0.3178393436
556	0.3178379593
557	0.3178342553
558	0.317830252
559	0.317823106
560	0.3178195517
561	0.3178141642
562	0.3178115826
563	0.317809899
564	0.3178082528
565	0.3178027904
566	0.3178000218
567	0.3177976647
568	0.3177924642
569	0.3177896582
570	0.3177850937
571	0.3177800429
572	0.3177752539
573	0.3177708765
574	0.317766574
575	0.3177617102
576	0.317755088
577	0.3177514588
578	0.3177440883
579	0.3177419183
580	0.3177397858
581	0.3177361941
582	0.3177261298
583	0.3177205925
584	0.317715841
585	0.3177138207
586	0.3177114262
587	0.317705889
588	0.3177027836
589	0.3176957873
590	0.3176895766
591	0.3176856482
592	0.3176840768
593	0.3176786892
594	0.3176756961
595	0.3176731146
596	0.3176647713
597	0.3176603191
598	0.3176580369
599	0.3176542581
600	0.3176531357
601	0.3176463264
602	0.3176414626
603	0.3176397416
604	0.3176373845
605	0.3176308745
606	0.3176235041
607	0.3176208477
608	0.3176169941
609	0.3176076032
610	0.3176017293
611	0.3176008688
612	0.3175991103
613	0.3175949948
614	0.3175866142
615	0.3175820497
616	0.3175791688
617	0.3175728085
618	0.3175684685
619	0.3175649516
620	0.317562183
621	0.3175524929
622	0.317547255
623	0.3175426531
624	0.3175388369
625	0.3175344969
626	0.31753315
627	0.317531429
628	0.3175264904
629	0.3175202423
630	0.3175158275
631	0.3175088685
632	0.3175074842
633	0.3175056884
634	0.3174978689
635	0.3174956989
636	0.3174914338
637	0.3174878795
638	0.3174820429
639	0.3174764309
640	0.3174742609
641	0.3174726147
642	0.3174656183
643	0.3174635606
644	0.3174603804
645	0.3174583975
646	0.317455554
647	0.3174502413
648	0.3174432075
649	0.3174365479
650	0.3174340038
651	0.3174306365
652	0.3174235654
653	0.3174209838
654	0.3174185145
655	0.3174140997
656	0.3174057564
657	0.3174030252
658	0.3173980492
659	0.3173961037
660	0.3173906413
661	0.317386638
662	0.317378407
663	0.3173754514
664	0.3173740671
665	0.3173718971
666	0.3173667714
667	0.3173605233
668	0.31735652
669	0.3173544997
670	0.3173503094
671	0.3173443606
672	0.3173430885
673	0.3173350446
674	0.3173325753
675	0.3173286843
676	0.3173241946
677	0.317323147
678	0.3173162255
679	0.3173094162
680	0.3173083312
681	0.3173011478
682	0.317296733
683	0.3172882401
684	0.3172859578
685	0.3172829647
686	0.3172792982
687	0.3172740603
688	0.3172720399
689	0.3172706931
690	0.3172694584
691	0.3172665401
692	0.317264632
693	0.3172589452
694	0.3172553534
695	0.3172526971
696	0.3172495917
697	0.3172458878
698	0.3172413233
699	0.3172397519
700	0.3172355242
701	0.3172345514
702	0.3172333168
703	0.3172322318
704	0.3172301366
705	0.3172280415
706	0.3172252729
707	0.3172217186
708	0.3172198479
709	0.3172169296
710	0.3172108312
711	0.3172056307
712	0.3171965017
713	0.3171927604
714	0.3171858388
715	0.3171817233
716	0.3171795907
717	0.3171748766
718	0.3171724821
719	0.3171676932
720	0.3171624553
721	0.317158901
722	0.3171528774
723	0.3171464422
724	0.3171429253
725	0.3171415036
726	0.3171371262
727	0.3171349188
728	0.3171285211
729	0.3171247049
730	0.3171224601
731	0.3171202152
732	0.3171164365
733	0.3171148651
734	0.3171099639
735	0.3171082054
736	0.3171034539
737	0.3171000119
738	0.3170964576
739	0.317089349
740	0.3170872538
741	0.3170836247
742	0.3170785364
743	0.3170728495
744	0.3170686966
745	0.3170649552
746	0.3170590065
747	0.3170547039
748	0.3170511496
749	0.3170472212
750	0.3170463606
751	0.3170431805
752	0.317039065
753	0.3170354358
754	0.317033191
755	0.317032106
756	0.3170303102
757	0.3170262695
758	0.3170218921
759	0.3170208445
760	0.317017178
761	0.3170141475
762	0.3170084232
763	0.3170068892
764	0.3170006037
765	0.3169978725
766	0.3169961515
767	0.3169902775
768	0.3169854512
769	0.3169839172
770	0.316980101
771	0.3169741148
772	0.3169716455
773	0.3169680164
774	0.3169649111
775	0.31695885
776	0.3169554454
777	0.3169530883
778	0.3169501701
779	0.316946279
780	0.3169414153
781	0.3169356161
782	0.3169322115
783	0.3169271981
784	0.3169249532
785	0.3169228207
786	0.3169178446
787	0.3169148141
788	0.3169131679
789	0.3169094266
790	0.3169054233
791	0.3169001106
792	0.3168969678
793	0.3168901959
794	0.3168856689
795	0.3168834615
796	0.3168791963
797	0.3168747815
798	0.3168735094
799	0.3168664008
800	0.3168615371
801	0.316858731
802	0.3168549523
803	0.3168525204
804	0.3168476566
805	0.3168402113
806	0.3168375549
807	0.3168332897
808	0.3168277899
809	0.3168271913
810	0.316821916
811	0.3168176508
812	0.3168143584
813	0.3168109912
814	0.3168052669
815	0.3167989814
816	0.3167950155
817	0.3167916483
818	0.3167853254
819	0.3167809106
820	0.3167760468
821	0.3167708463
822	0.3167667308
823	0.3167605575
824	0.3167576393
825	0.3167556938
826	0.3167516531
827	0.3167489967
828	0.3167427486
829	0.3167408779
830	0.3167356026
831	0.3167334326
832	0.3167289056
833	0.3167235554
834	0.3167205249
835	0.3167186542
836	0.3167169706
837	0.3167154366
838	0.3167139775
839	0.3167112837
840	0.3167055968
841	0.316703801
842	0.3167024541
843	0.3166985257
844	0.316692764
845	0.31669123
846	0.3166866655
847	0.3166800433
848	0.3166756659
849	0.3166714756
850	0.3166691933
851	0.3166649656
852	0.3166609997
853	0.3166589794
854	0.3166553129
855	0.316652432
856	0.3166512722
857	0.3166484662
858	0.3166440513
859	0.3166378033
860	0.3166349972
861	0.3166284498
862	0.3166235486
863	0.3166214535
864	0.3166161782
865	0.3166152802
866	0.3166099301
867	0.3166063009
868	0.3166000903
869	0.3165960122
870	0.3165952265
871	0.3165918967
872	0.3165906246
873	0.3165879682
874	0.3165834786
875	0.3165808222
876	0.3165749857
877	0.3165730028
878	0.3165714688
879	0.3165689621
880	0.3165668669
881	0.3165630133
882	0.3165587856
883	0.3165554183
884	0.316553847
885	0.3165498811
886	0.3165444187
887	0.3165402284
888	0.3165397794
889	0.3165372727
890	0.3165346912
891	0.3165317355
892	0.316528892
893	0.3165230181
894	0.3165211848
895	0.3165197631
896	0.3165177054
897	0.3165139266
898	0.3165102226
899	0.316505284
900	0.3165022909
901	0.3164978761
902	0.3164930497
903	0.3164901315
904	0.3164895328
905	0.3164882608
906	0.3164819005
907	0.3164753905
908	0.316472547
909	0.3164678703
910	0.3164612855
911	0.3164573571
912	0.3164526055
913	0.3164494628
914	0.3164473676
915	0.3164459833
916	0.3164425039
917	0.3164386877
918	0.3164375278
919	0.3164346096
920	0.3164311675
921	0.3164287356
922	0.3164245079
923	0.3164214025
924	0.3164164265
925	0.3164104029
926	0.3164053895
927	0.3163998897
928	0.3163959612
929	0.3163939035
930	0.3163912471
931	0.3163892642
932	0.3163837644
933	0.3163819311
934	0.3163797237
935	0.3163740742
936	0.316372428
937	0.3163690234
938	0.316365731
939	0.3163633739
940	0.3163598945
941	0.3163573877
942	0.3163534219
943	0.3163515512
944	0.3163453405
945	0.3163417488
946	0.3163382319
947	0.3163374837
948	0.3163351266
949	0.3163310111
950	0.3163258106
951	0.3163219944
952	0.3163189639
953	0.3163152973
954	0.3163095356
955	0.3163033624
956	0.3163005189
957	0.3162967027
958	0.3162919512
959	0.3162886962
960	0.3162860773
961	0.3162785197
962	0.3162736185
963	0.316269952
964	0.3162672208
965	0.3162633672
966	0.3162607856
967	0.3162544627
968	0.3162499731
969	0.3162458576
970	0.316241106
971	0.3162395721
972	0.3162347083
973	0.3162306676
974	0.3162271881
975	0.3162217257
976	0.3162207904
977	0.3162185082
978	0.3162174232
979	0.3162161511
980	0.3162134199
981	0.3162103894
982	0.3162056753
983	0.3162039542
984	0.3161990156
985	0.3161960974
986	0.3161897745
987	0.3161861827
988	0.31618304
989	0.3161794109
990	0.3161712921
991	0.3161647447
992	0.3161633978
993	0.3161577483
994	0.316156364
995	0.3161541192
996	0.3161483949
997	0.3161454018
998	0.3161439427
999	0.3161408748
